pres_id,bin,beam_k,mu_in,best_mu,hits_stop,descended,best_rep,best_chain,chain_len,n_orbits_seen,stopped_reason,n_aut_canon,n_expanded,n_rungs,treat_cap,greedy_budget,greedy_solved,greedy_nodes,greedy_path,greedy_min_relator_length,b1k_greedy_solved,b1k_heur_solved,b1k_covgreedy_solved
639,9,2,22,20,False,True,"[""YXyXXyx"", ""YYXYXXyyxxyxx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""xyx""]",25,232,rungs_exhausted,553,63,32,29,1000,False,1000,,19,False,False,False
638,9,2,22,20,False,True,"[""YXyXXyx"", ""YYXYXXyyxxyxx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""xyx""]",25,232,rungs_exhausted,553,63,32,29,1000,False,1000,,19,False,False,False
636,9,2,22,20,False,True,"[""YXyXXyx"", ""YYXYXXyyxxyxx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""xy"", ""xx"", ""Xyx"", ""Xy"", ""yx"", ""Xyx"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xx"", ""xx"", ""xyx"", ""yxy"", ""Xy"", ""xy"", ""xyx""]",25,232,rungs_exhausted,553,63,32,29,1000,False,1000,,19,False,False,False
0,0,4,6,6,True,False,"[""X"", ""YYXyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,3,2,2,True,True,True
496,0,4,16,16,False,False,"[""X"", ""YYYYYYYXyyyyyyx""]",[],0,4,closed,28,4,2,31,1000,True,3,2,2,True,True,True
521,0,4,18,18,False,False,"[""X"", ""YYYYYYYYXyyyyyyyx""]",[],0,4,closed,19,4,3,33,1000,True,3,2,2,True,True,True
323,0,4,10,10,True,False,"[""X"", ""YYYYXyyyx""]",[],0,1,stop_mu,1,0,0,25,1000,True,3,2,2,True,True,True
228,0,4,14,8,True,True,"[""X"", ""YYYXyyx""]","[""yX""]",1,6,stop_mu,12,1,1,24,1000,True,3,2,2,True,True,True
455,0,4,19,12,True,True,"[""X"", ""YYYYYXyyyyx""]","[""Xy""]",1,9,stop_mu,20,1,1,27,1000,True,3,2,2,True,True,True
77,1,4,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yX""]",1,9,stop_mu,14,1,1,24,1000,True,7,6,2,True,True,True
43,1,4,11,11,True,False,"[""YXXyx"", ""YYXyXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,9,8,2,True,True,True
141,1,4,13,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""yx""]",1,8,stop_mu,11,1,1,24,1000,True,9,8,2,True,True,True
48,1,4,12,12,True,False,"[""YXXyx"", ""YYXyXXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,17,11,2,True,True,True
155,1,4,13,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""Xy""]",1,6,stop_mu,10,1,1,24,1000,True,17,11,2,True,True,True
505,1,4,22,6,True,True,"[""X"", ""YYXyx""]","[""XXyx"", ""xx"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""xx""]",8,116,stop_mu,336,29,8,24,1000,True,3,2,2,True,True,True
247,2,4,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""XXy""]",1,8,stop_mu,15,1,1,24,1000,True,7,6,2,True,True,True
217,2,4,14,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,13,1,1,24,1000,True,8,7,2,True,True,True
201,2,4,13,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,9,stop_mu,12,1,1,24,1000,True,8,7,2,True,True,True
288,2,4,15,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,12,1,1,24,1000,True,55,10,2,True,True,True
367,2,4,16,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yx"", ""XXy"", ""yy""]",3,40,stop_mu,120,9,3,24,1000,True,7,6,2,True,True,True
331,2,4,15,10,True,True,"[""YYXyX"", ""YXXyx""]","[""yy"", ""yx""]",2,26,stop_mu,68,5,2,24,1000,True,6,5,2,True,True,True
203,3,4,12,12,True,False,"[""YXXYx"", ""YYYXyyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,55,10,2,True,True,True
265,3,4,14,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,10,1,1,24,1000,True,55,10,2,True,True,True
579,3,4,21,11,True,True,"[""YXXX"", ""YYYXyyX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,48,stop_mu,209,13,4,24,1000,True,8,7,2,True,True,True
327,3,4,15,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,47,stop_mu,122,13,4,24,1000,True,10,9,2,True,True,True
333,3,4,14,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""yX"", ""yX"", ""yX""]",3,36,stop_mu,93,9,3,24,1000,True,10,9,2,True,True,True
380,3,4,17,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,50,stop_mu,137,13,4,24,1000,True,10,9,2,True,True,True
546,4,4,18,6,True,True,"[""X"", ""YYXyx""]","[""xy"", ""xx"", ""Xy"", ""yX""]",4,41,stop_mu,185,13,4,24,1000,True,3,2,2,True,True,True
548,4,4,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xxy"", ""xy"", ""yX""]",3,41,stop_mu,98,9,3,24,1000,True,7,6,2,True,True,True
533,4,4,16,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,54,stop_mu,133,13,4,24,1000,True,10,9,2,True,True,True
589,4,4,20,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxxy"", ""xy"", ""yx""]",3,40,stop_mu,109,9,3,24,1000,True,9,8,2,True,True,True
580,4,4,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""XXyx"", ""xx"", ""yX"", ""yX""]",5,56,stop_mu,194,17,5,24,1000,True,17,11,2,True,True,True
609,4,4,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,68,stop_mu,186,17,5,24,1000,True,17,11,2,False,True,True
538,5,4,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xyy"", ""xy"", ""yX""]",3,40,stop_mu,96,9,3,24,1000,True,7,6,2,False,True,True
606,5,4,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""XXyxx"", ""yx"", ""xx""]",6,73,stop_mu,280,21,6,24,1000,True,9,8,2,False,True,True
544,5,4,16,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""yx"", ""yx""]",9,130,stop_mu,290,33,9,24,1000,True,17,11,2,False,True,True
549,5,4,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""yX"", ""yX"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""yx"", ""yx""]",10,144,stop_mu,318,37,10,24,1000,True,17,11,2,False,True,True
543,5,4,19,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""yX"", ""yX"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""yx"", ""yx""]",10,134,stop_mu,321,37,10,24,1000,True,17,11,2,False,True,True
565,5,4,18,16,False,True,"[""YXXyx"", ""YYYYXyyyxxx""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""Xy""]",24,439,max_aut_canon,1002,120,31,27,1000,True,298,67,2,False,True,True
602,6,4,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,68,stop_mu,183,17,5,24,1000,True,17,11,2,False,True,True
632,6,4,25,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,70,stop_mu,184,17,5,24,1000,True,17,11,2,False,True,True
573,6,4,21,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""xxxxy"", ""xx"", ""Xy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",8,88,stop_mu,218,29,8,24,1000,True,10,9,2,False,False,False
586,6,4,21,16,False,True,"[""YXXyx"", ""YYYYXyyyxxx""]","[""xy"", ""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""Xy""]",25,429,max_aut_canon,1000,120,31,27,1000,True,298,67,2,False,True,True
581,6,4,21,16,False,True,"[""YXXyx"", ""YYYYXyyyxxx""]","[""xy"", ""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""Xy""]",25,429,max_aut_canon,1000,120,31,27,1000,True,298,67,2,False,True,True
575,6,4,18,16,False,True,"[""YXXyx"", ""YYYYXyyyxxx""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""yX"", ""xy"", ""xx"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""Xy""]",24,439,max_aut_canon,1002,120,31,27,1000,True,298,67,2,False,True,True
568,7,4,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,86,stop_mu,208,25,7,24,1000,True,10,9,2,False,False,False
578,7,4,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,86,stop_mu,208,25,7,24,1000,True,10,9,2,False,False,False
583,7,4,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,86,stop_mu,208,25,7,24,1000,True,10,9,2,False,False,False
628,7,4,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""yX"", ""xy"", ""yx"", ""yx"", ""yx""]",12,174,stop_mu,455,45,12,24,1000,True,17,11,2,False,True,True
633,7,4,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""yX"", ""xy"", ""yx"", ""yx"", ""yx""]",12,174,stop_mu,455,45,12,24,1000,True,17,11,2,False,True,True
596,7,4,20,18,False,True,"[""YXyXXyx"", ""YYYXXyyxyxx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""yxy"", ""xyx""]",13,407,closed,1005,122,32,27,1000,False,1000,,18,False,False,False
605,8,4,20,18,False,True,"[""YXyXXyx"", ""YYYXXyyxyxx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""yxy"", ""xyx""]",13,407,closed,1005,122,32,27,1000,False,1000,,18,False,False,False
610,8,4,20,18,False,True,"[""YXyXXyx"", ""YYYXXyyxyxx""]","[""yX"", ""yX"", ""yx"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""yxy"", ""xyx""]",13,407,closed,1005,122,32,27,1000,False,1000,,18,False,False,False
625,8,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
622,8,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
624,8,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
623,8,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
634,9,4,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""xx"", ""xyy"", ""xyX"", ""xx"", ""Xyx"", ""yyx"", ""xyy"", ""xx"", ""yxx"", ""Xy"", ""yx"", ""yxY"", ""Xy"", ""Yxxy"", ""xyy"", ""Xyx"", ""xy"", ""xx"", ""yx""]",20,229,stop_mu,729,77,20,24,1000,True,9,8,2,False,False,True
635,9,4,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""xx"", ""xyy"", ""xyX"", ""xx"", ""Xyx"", ""yyx"", ""xyy"", ""xx"", ""yxx"", ""Xy"", ""yx"", ""yxY"", ""Xy"", ""Yxxy"", ""xyy"", ""Xyx"", ""xy"", ""xx"", ""yx""]",20,229,stop_mu,729,77,20,24,1000,True,9,8,2,False,False,True
637,9,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
639,9,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
638,9,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
636,9,4,22,19,False,True,"[""YXyXXyx"", ""YYYXYxyyxyxx""]","[""yX"", ""xy"", ""xy"", ""xyX"", ""xy"", ""Xyx"", ""yX"", ""yx"", ""xy"", ""xx"", ""Yxy"", ""yxy"", ""yx"", ""xyX"", ""Xy"", ""xy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""Xy"", ""Xyx"", ""yX"", ""xx"", ""xyx"", ""yxy"", ""yx"", ""xyX"", ""XXyx""]",29,386,max_aut_canon,1000,121,31,28,1000,False,1000,,19,False,False,False
0,0,8,6,6,True,False,"[""X"", ""YYXyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,3,2,2,True,True,True
496,0,8,16,16,False,False,"[""X"", ""YYYYYYYXyyyyyyx""]",[],0,4,closed,28,4,2,31,1000,True,3,2,2,True,True,True
521,0,8,18,18,False,False,"[""X"", ""YYYYYYYYXyyyyyyyx""]",[],0,4,closed,19,4,3,33,1000,True,3,2,2,True,True,True
323,0,8,10,10,True,False,"[""X"", ""YYYYXyyyx""]",[],0,1,stop_mu,1,0,0,25,1000,True,3,2,2,True,True,True
228,0,8,14,8,True,True,"[""X"", ""YYYXyyx""]","[""yX""]",1,6,stop_mu,12,1,1,24,1000,True,3,2,2,True,True,True
455,0,8,19,12,True,True,"[""X"", ""YYYYYXyyyyx""]","[""Xy""]",1,9,stop_mu,20,1,1,27,1000,True,3,2,2,True,True,True
77,1,8,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yX""]",1,9,stop_mu,14,1,1,24,1000,True,7,6,2,True,True,True
43,1,8,11,11,True,False,"[""YXXyx"", ""YYXyXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,9,8,2,True,True,True
141,1,8,13,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""yx""]",1,8,stop_mu,11,1,1,24,1000,True,9,8,2,True,True,True
48,1,8,12,12,True,False,"[""YXXyx"", ""YYXyXXX""]",[],0,1,stop_mu,1,0,0,24,1000,True,17,11,2,True,True,True
155,1,8,13,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""Xy""]",1,6,stop_mu,10,1,1,24,1000,True,17,11,2,True,True,True
505,1,8,22,6,True,True,"[""X"", ""YYXyx""]","[""XXyx"", ""xx"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""yx"", ""xx""]",8,171,stop_mu,652,56,8,24,1000,True,3,2,2,True,True,True
247,2,8,13,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""XXy""]",1,8,stop_mu,15,1,1,24,1000,True,7,6,2,True,True,True
217,2,8,14,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,13,1,1,24,1000,True,8,7,2,True,True,True
201,2,8,13,12,True,True,"[""YXXyx"", ""YYYXyyx""]","[""xy""]",1,9,stop_mu,12,1,1,24,1000,True,8,7,2,True,True,True
288,2,8,15,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,12,1,1,24,1000,True,55,10,2,True,True,True
367,2,8,16,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""yx"", ""XXy"", ""yy""]",3,56,stop_mu,198,15,3,24,1000,True,7,6,2,True,True,True
331,2,8,15,10,True,True,"[""YYXyX"", ""YXXyx""]","[""yy"", ""yx""]",2,35,stop_mu,141,9,2,24,1000,True,6,5,2,True,True,True
203,3,8,12,12,True,False,"[""YXXYx"", ""YYYXyyx""]",[],0,1,stop_mu,1,0,0,24,1000,True,55,10,2,True,True,True
265,3,8,14,12,True,True,"[""YXXYx"", ""YYYXyyx""]","[""xy""]",1,7,stop_mu,10,1,1,24,1000,True,55,10,2,True,True,True
579,3,8,21,11,True,True,"[""YXXX"", ""YYYXyyX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,81,stop_mu,411,24,4,24,1000,True,8,7,2,True,True,True
327,3,8,15,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xyy"", ""xy"", ""yX"", ""yX""]",4,82,stop_mu,261,25,4,24,1000,True,9,8,2,True,True,True
333,3,8,14,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""yX"", ""yX"", ""yX""]",3,58,stop_mu,164,17,3,24,1000,True,10,9,2,True,True,True
380,3,8,17,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,86,stop_mu,225,25,4,24,1000,True,10,9,2,True,True,True
546,4,8,18,6,True,True,"[""X"", ""YYXyx""]","[""xy"", ""xx"", ""Xy"", ""yX""]",4,77,stop_mu,319,23,4,24,1000,True,3,2,2,True,True,True
548,4,8,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xxy"", ""xy"", ""yX""]",3,60,stop_mu,194,17,3,24,1000,True,7,6,2,True,True,True
533,4,8,16,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,87,stop_mu,266,25,4,24,1000,True,10,9,2,True,True,True
589,4,8,20,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxxy"", ""xy"", ""yx""]",3,64,stop_mu,268,17,3,24,1000,True,9,8,2,True,True,True
580,4,8,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""XXyx"", ""xx"", ""yX"", ""yX""]",5,97,stop_mu,392,32,5,24,1000,True,17,11,2,True,True,True
609,4,8,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,119,stop_mu,370,33,5,24,1000,True,17,11,2,False,True,True
538,5,8,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xyy"", ""xy"", ""yX""]",3,61,stop_mu,234,17,3,24,1000,True,7,6,2,False,True,True
606,5,8,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""XXyxx"", ""yx"", ""xx""]",6,127,stop_mu,591,41,6,24,1000,True,9,8,2,False,True,True
544,5,8,16,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",8,197,stop_mu,519,57,8,24,1000,True,17,11,2,False,True,True
549,5,8,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yX"", ""xy"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",9,216,stop_mu,639,65,9,24,1000,True,17,11,2,False,True,True
543,5,8,19,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",9,218,stop_mu,598,65,9,24,1000,True,17,11,2,False,True,True
565,5,8,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,362,closed,1005,114,16,25,1000,False,1000,,16,False,True,True
602,6,8,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,121,stop_mu,401,33,5,24,1000,True,17,11,2,False,True,True
632,6,8,25,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,112,stop_mu,427,33,5,24,1000,True,17,11,2,False,True,True
573,6,8,21,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""xxxxy"", ""xy"", ""Yxxy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,144,stop_mu,450,49,7,24,1000,True,10,9,2,False,False,False
586,6,8,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,348,max_aut_canon,1004,113,15,25,1000,False,1000,,16,False,True,True
581,6,8,21,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xy"", ""xxxxx""]",3,348,max_aut_canon,1004,113,15,25,1000,False,1000,,16,False,True,True
575,6,8,18,16,False,True,"[""YXyXYxx"", ""YYYYYXXYx""]","[""xy"", ""xxxxx""]",2,362,closed,1005,114,16,25,1000,False,1000,,16,False,True,True
568,7,8,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,147,stop_mu,437,49,7,24,1000,True,10,9,2,False,False,False
578,7,8,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,147,stop_mu,437,49,7,24,1000,True,10,9,2,False,False,False
583,7,8,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,147,stop_mu,437,49,7,24,1000,True,10,9,2,False,False,False
628,7,8,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",11,273,stop_mu,862,79,11,24,1000,True,17,11,2,False,True,True
633,7,8,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",11,273,stop_mu,862,79,11,24,1000,True,17,11,2,False,True,True
596,7,8,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,366,max_aut_canon,1006,115,16,26,1000,False,1000,,17,False,False,False
605,8,8,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,366,max_aut_canon,1006,115,16,26,1000,False,1000,,17,False,False,False
610,8,8,20,17,False,True,"[""YXyXYxx"", ""YYYYYYXXYx""]","[""xy"", ""xxxxxx""]",2,366,max_aut_canon,1006,115,16,26,1000,False,1000,,17,False,False,False
625,8,8,22,18,False,True,"[""YXyXYxx"", ""YYYYYYYXXYx""]","[""xy"", ""xxxxxxx""]",2,344,max_aut_canon,1006,111,15,27,1000,False,1000,,18,False,False,False
