name,archival_initial_length,starting_best_length,best_rank2_length,best_any_rank_length,best_certified_length,status,best_rank,best_words,gain_this_session,certificate_kind,source_certificate_pointer,best_rank2_words,best_rank2_certificate_kind,best_rank2_source_certificate_pointer
aca_86,22,22,22,20,20,unsolved,3,"[""ZxYY"",""XyxxZYz"",""YYYXXXXXZ""]",2,theorem_backed_stable_prefix,primitive_compression_report.json#/rows/15/attempts/0/boundaries/2,"[""YYYXXXXXyyX"",""YYXyxxyyXYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_86
aca_87,23,20,20,19,19,unsolved,3,"[""ZXY"",""XXXyXXzY"",""XZYXZZYY""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/87/best,"[""YYXXXyXXX"",""YYXyxYXyxyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_87
aca_88,23,19,19,18,18,unsolved,3,"[""ZXy"",""XXYYXXz"",""YZyzxYzx""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/88/best,"[""YYXXXyXX"",""YYxyXyxYXyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_88
aca_89,23,23,23,19,19,unsolved,3,"[""ZYYY"",""XXYxxyxY"",""XZZxYzz""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/89/best,"[""YXXYxxyx"",""YYYYYYYXyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_89
aca_90,23,20,20,18,18,unsolved,3,"[""ZXYx"",""XXZxxYY"",""XYYZYZy""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/90/best,"[""YYXXXyxxx"",""YYXyxYXyxyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_90
aca_91,23,23,23,19,19,unsolved,3,"[""ZYYY"",""XXXyxYxY"",""XZZxYzz""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/91/best,"[""YXXXyxYx"",""YYYYYYYXyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_91
aca_92,23,23,23,19,19,unsolved,3,"[""ZYYY"",""XYxxxYXy"",""XZZxYzz""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/92/best,"[""YXyXYxxx"",""YYYYYYYXyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_92
aca_93,23,23,23,19,19,unsolved,3,"[""ZYYY"",""XXXyxYxY"",""XYzzxZZ""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/93/best,"[""YXXXyxYx"",""YYYYYYYxyyyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_93
aca_94,23,23,23,19,19,unsolved,3,"[""ZYYY"",""XXXYxYxY"",""XZZxYzz""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/94/best,"[""YXXXYxYx"",""YYYYYYYXyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_94
aca_95,21,19,19,18,18,unsolved,3,"[""ZXY"",""XXXZxYY"",""YxZyzxyz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/95/best,"[""YYXXXyxx"",""YYxyxyXYxyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_95
aca_96,23,23,23,19,19,unsolved,3,"[""ZYYY"",""XXYxxyXY"",""XZZxYzz""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/96/best,"[""YXXYxxyX"",""YYYYYYYXyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_96
aca_97,24,19,19,18,18,unsolved,3,"[""ZYY"",""XXyxYxY"",""XZxxYzzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/97/best,"[""YXXyxYx"",""YYYYYYYXyyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_97
aca_98,24,19,19,18,18,unsolved,3,"[""ZYY"",""XYxxYXy"",""XXzxYzzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/98/best,"[""YXyXYxx"",""YYYYYYYXXYYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_98
aca_99,25,19,19,18,18,unsolved,3,"[""ZXy"",""XzxxYY"",""XYYZyzxyz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/99/best,"[""YYXXyxx"",""YYYxyXyxyXyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_99
aca_100,25,20,20,18,18,unsolved,3,"[""ZXYx"",""XXXZxYY"",""XYYZyzy""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/100/best,"[""YYXXXXyxx"",""YYXyxyXYxyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_100
aca_101,25,25,25,21,21,unsolved,3,"[""YYYYYYYz"",""XZxzy"",""XXXYxYxY""]",4,theorem_backed_stable_prefix,primitive_compression_report.json#/rows/11/attempts/1/boundaries/5,"[""YXXXYxYx"",""YYYYYYYYXyyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_101
aca_102,25,25,25,21,21,unsolved,3,"[""ZYY"",""XXXyxYxY"",""XzzzzxZZZy""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/102/best,"[""YXXXyxYx"",""YYYYYYYYxyyyyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_102
aca_103,25,25,25,21,21,unsolved,3,"[""ZYY"",""XYxxxYXy"",""XZZZyxzzzz""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/103/best,"[""YXyXYxxx"",""YYYYYYYYXyyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_103
aca_104,25,25,25,21,21,unsolved,3,"[""ZYY"",""XXXyxYxY"",""XZZZyxzzzz""]",4,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/104/best,"[""YXXXyxYx"",""YYYYYYYYXyyyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_104
aca_105,25,21,21,19,19,unsolved,3,"[""ZXYx"",""XXXZxxYY"",""XyZYZYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/105/best,"[""YYXXXXyxxx"",""YYXyXyxYXyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_105
aca_106,25,21,21,20,20,unsolved,3,"[""XYxyZ"",""XYZyz"",""XXXXyXXXYY""]",1,theorem_backed_stable_prefix,primitive_compression_report.json#/rows/16/attempts/1/boundaries/5,"[""YYXXXXyXXX"",""YYXyxyXYxyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_106
aca_107,25,22,22,20,20,unsolved,3,"[""ZXXy"",""XZxYz"",""XXXZYYYYYYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/107/best,"[""YXXyXYxxx"",""YYYYYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_107
aca_108,25,24,24,21,21,unsolved,4,"[""UYY"",""XYxZ"",""XYZyzxY"",""Yuuuxuz""]",3,theorem_backed_stable_prefix,recursive_stable_compression_report.json#/records/78,"[""YXYXyxyXYxx"",""YYYYYYYxYYXYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_108
aca_109,25,23,23,20,20,unsolved,4,"[""UYY"",""YxxZ"",""XuZxzy"",""XXXzuuu""]",3,theorem_backed_stable_prefix,recursive_stable_compression_report.json#/records/79,"[""YYXXyxYxxyX"",""YYYYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_109
aca_110,25,22,22,20,20,unsolved,3,"[""ZXXy"",""XzxZY"",""YYYYYYYzxxx""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/110/best,"[""YXXXyxYxx"",""YYYYYYYXXyxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_110
aca_111,25,24,24,21,21,unsolved,4,"[""UYY"",""XZxY"",""XYxZyzY"",""UxYuuuZ""]",3,theorem_backed_stable_prefix,recursive_stable_compression_report.json#/records/81,"[""YXYXYxxyXyx"",""YYYYYYYxyXyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_111
aca_112,25,24,24,21,21,unsolved,4,"[""UYY"",""XYxZ"",""XYZYzxy"",""UzYuuux""]",3,theorem_backed_stable_prefix,recursive_stable_compression_report.json#/records/82,"[""YXYxxyXYXyx"",""YYYYYYYxyyXYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_112
aca_113,25,23,23,20,20,unsolved,4,"[""UYY"",""XXyZ"",""XzxZY"",""XXXZuuuu""]",3,theorem_backed_stable_prefix,recursive_stable_compression_report.json#/records/83,"[""YXXXyxYxx"",""YYYYYYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_113
aca_114,25,23,23,20,20,unsolved,4,"[""UYY"",""XXyZ"",""XZxYz"",""uuuuzxxx""]",3,theorem_backed_stable_prefix,recursive_stable_compression_report.json#/records/84,"[""YXXyXYxxx"",""YYYYYYYYXXyxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_114
aca_115,13,13,13,13,13,unsolved,2,"[""YXYxyx"",""YYYYxxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_115,"[""YXYxyx"",""YYYYxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_115
aca_116,14,14,14,14,14,unsolved,2,"[""YYYXyyX"",""YXXXyxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_116,"[""YYYXyyX"",""YXXXyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_116
aca_117,14,14,14,14,14,unsolved,2,"[""YYYXyyx"",""YXXXyxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_117,"[""YYYXyyx"",""YXXXyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_117
aca_118,15,15,15,15,15,unsolved,2,"[""YXXyxYx"",""YYYYXyxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_118,"[""YXXyxYx"",""YYYYXyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_118
aca_119,16,16,16,16,16,unsolved,2,"[""YXXyxYx"",""YYYYYXyxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_119,"[""YXXyxYx"",""YYYYYXyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_119
aca_120,16,15,15,15,15,unsolved,2,"[""YXXyxYx"",""YYYXyyxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_120,"[""YXXyxYx"",""YYYXyyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_120
aca_121,16,15,15,15,15,unsolved,2,"[""YXyXYxx"",""YYYXXYYx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_121,"[""YXyXYxx"",""YYYXXYYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_121
aca_122,18,16,16,16,16,unsolved,2,"[""YXyXYxx"",""YYYYXXYYx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_122,"[""YXyXYxx"",""YYYYXXYYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_122
aca_123,20,17,17,17,17,unsolved,2,"[""YXyXYxx"",""YYYYYXXYYx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_123,"[""YXyXYxx"",""YYYYYXXYYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_123
