name,cluster,description
ac19_31152,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_31277,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_31298,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_31432,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_31470,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_31511,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_31544,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_31668,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_31702,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_31704,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_31971,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_32031,bs_stalled_hi,"BS donor recognized, preflight rejects with 7 stable letters left (T=6)"
ac19_32034,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_32128,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_32315,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_32340,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_32559,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_32603,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_32654,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_32687,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_33075,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_33080,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_33209,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_33242,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_33256,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_33282,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_33405,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_33428,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_34019,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_34916,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_35172,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_35223,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_35248,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_35274,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_35367,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_35373,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_35421,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_35874,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_36109,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_36133,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_36146,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_36259,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_36279,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_36350,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_36358,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_36375,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_36429,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_36564,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_36962,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_37337,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_37426,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_37433,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_37598,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_37610,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_37647,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_37661,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_37958,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_37966,bs_stalled_lo,"BS donor recognized, preflight rejects with 3 stable letters left (T=2)"
ac19_37985,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_38100,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_38222,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_38316,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_38457,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_38468,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_38497,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_38695,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_38715,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_38904,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_39209,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_39288,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_39319,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_39344,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_39368,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_39561,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_39605,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_40127,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_40167,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_40203,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_40249,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_40258,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_40312,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_40398,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_40409,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_40684,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_40826,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_40945,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_40958,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_41092,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_41186,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_41300,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_41336,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_41359,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_41600,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_41610,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_41677,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_41890,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_42207,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_42326,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_42333,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_42427,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_42570,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_42635,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_42659,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_42715,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_42768,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_42792,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_43068,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_43158,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_43611,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_43615,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_43792,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_43831,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_44079,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_44158,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_44162,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_44381,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_44389,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_44391,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_44700,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_45056,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_45173,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_45407,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_45464,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_45473,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_45519,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_45684,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_45714,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_45824,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_45920,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_45978,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_46053,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_46054,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_46302,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_46356,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_46363,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_46365,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_46402,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_46461,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_46598,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_46649,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_46703,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_46774,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_46829,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_46895,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_46939,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_47020,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_47154,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_47160,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_47184,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_47217,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_47251,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_47367,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_47444,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_47465,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_47717,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_47828,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_47899,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_48114,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_48146,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_48281,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_48537,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_48604,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_48645,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_48766,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_48893,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_49095,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_49255,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_49320,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_49502,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_49526,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_49604,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_49785,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_49915,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_50043,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_50080,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_50096,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_50137,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_50262,non_bs_long_stuck,no BS donor; total_len>=22; search never beat the root length
ac19_50453,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_50480,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_50491,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_50610,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_50826,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_50841,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_50848,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_50870,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_50892,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_50926,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_51034,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_51039,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_51462,bs_stalled_hi,"BS donor recognized, preflight rejects with 7 stable letters left (T=6)"
ac19_51613,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_51878,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_51920,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_51964,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_52290,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_52346,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_52581,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_52628,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_52754,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_52757,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_52915,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_52981,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_52998,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_53119,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_53283,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_53291,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_53527,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_53980,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_53992,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_54212,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_54243,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_54337,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_54514,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_54599,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_54616,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_54765,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_54835,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_54906,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_55019,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_55036,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_55092,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_55200,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_55212,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_55526,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_56067,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_56259,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_56332,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_56369,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_56522,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_56581,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_56692,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_56843,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_56897,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_56970,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_57064,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_57068,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_57192,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_57273,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_57417,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_57517,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_57570,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_57622,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_57669,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_57862,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_57892,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_57917,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_57992,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_58123,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_58416,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_58429,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_58509,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_58553,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_58570,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_58707,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_58757,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_58768,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_59145,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_59162,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_59205,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_59290,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_59404,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_59474,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_59576,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_59613,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_59701,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_59994,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_59995,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_60154,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_60157,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_60302,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_60781,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_60861,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_60885,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_61045,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_61193,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_61238,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_61253,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_61376,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_61397,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_61464,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_61529,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_61538,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_61871,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_61995,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_62145,non_bs_long_stuck,no BS donor; total_len>=22; search never beat the root length
ac19_62315,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_62338,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_62561,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_62582,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_62675,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_62731,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_62816,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_63070,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_63094,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_63358,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_63532,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_63590,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_63678,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_63737,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_63792,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_63945,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_63978,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_63990,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_63999,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_64052,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_64081,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_64163,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_64188,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_64447,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_64498,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_64573,non_bs_short_reduced,no BS donor; total_len<=18; search found a shorter state than root
ac19_64607,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_64649,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_64974,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_64979,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_65047,non_bs_long_reduced,no BS donor; total_len>=22; search found a shorter state than root
ac19_65104,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_65140,non_bs_short_stuck,no BS donor; total_len<=18; search never beat the root length
ac19_65206,non_bs_mid_stuck,no BS donor; 19<=total_len<=21; search never beat the root length
ac19_65325,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_65522,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
ac19_65700,non_bs_mid_reduced,no BS donor; 19<=total_len<=21; search found a shorter state than root
